assignment_id,feature_id,engineer_id,version,feature_name,group_id,lifecycle_status,progress_pct
A1206,F1206,E05,2025.14.6,Alternative Trip Plans,4,released,100
A1207,F1207,E05,2025.14.6,Avoid Highways,4,released,100
A1208,F1208,E08,2025.14.6,Dashcam Update and Side Camera Recording,7,released,100
A1209,F1209,E04,2025.14.6,Save Trunk Height Based on Location,3,released,100
A1210,F1210,E01,2025.14.6,Lane Departure Avoidance,1,released,100
A1211,F1211,E04,2025.14.6,Save Frunk Height Based on Location,3,released,100
A1212,F1212,E02,2025.14.6,Comfort Drive Mode in Autopilot,1,released,100
A1213,F1213,E06,2025.14.6,Keyboard Languages,6,released,100
A1214,F1214,E04,2025.14.6,Keep Accessory Power On,3,released,100
A1215,F1215,E04,2025.14.6,Minor Updates,3,released,100
A1216,F1216,E04,2025.14.6,Improvements to Heated Steering Wheel,3,released,100
A1217,F1217,E04,2025.14.6,Apple Music Improvements,5,released,100
A1218,F1218,E06,2025.14.6,Language Support,6,released,100
A1219,F1219,E03,2025.14.6,Sentry Mode Improvement,2,released,100
A1220,F1220,E01,2025.14.6,Lane Departure Avoidance Updated to FSD,1,released,100
A1221,F1221,E08,2025.14.6,Improved Dashcam Viewer,7,released,100
A1222,F1222,E08,2025.14.6,Camera App,7,released,100
A1223,F1223,E04,2025.14.6,Speedometer,3,released,100
A1224,F1224,E07,2025.14.6,Sentry Mode Menu,2,released,100
A1225,F1225,E04,2025.14.6,Service Mode Release Notes,3,released,100
A1226,F1226,E04,2025.2.200,Minor Fixes,3,released,100
A1227,F1227,E04,2025.2.8,Wiper Wash Updates,3,released,100
A1228,F1228,E08,2025.2.8,Camera Visibility Detection,7,released,100
A1229,F1229,E02,2025.2.8,FSD (Supervised) v12.6.4,1,released,100
A1230,F1230,E01,2025.2.8,FSD (Supervised) v13.2.8,1,released,100
A1231,F1231,E02,2025.2.8,FSD (Supervised) v13.2.8,1,released,100
A1232,F1232,E01,2025.2.8,Start FSD (Supervised) from Park,1,released,100
A1233,F1233,E02,2025.2.8,Full Self-Driving (Supervised),1,released,100
A1234,F1234,E04,2025.2.8,Update to Data Sharing,3,released,100
A1235,F1235,E03,2025.2.8,First-Row Cabin Sensing Update,2,released,100
A1236,F1236,E05,2025.2.8,Third-Party Fast Charger Preconditioning,4,released,100
A1237,F1237,E07,2025.2.8,Rear Cross-Traffic Chime,2,released,100
A1238,F1238,E04,2025.2.8,Hands-Free Trunk Opening for Android,3,released,100
A1239,F1239,E04,2025.2.8,Hands-Free Trunk or Frunk Opening for Android,3,released,100
A1240,F1240,E04,2025.2.8,Hands-Free Frunk Opening for Android,3,released,100
A1241,F1241,E08,2025.2.8,Trailer Profiles,7,released,100
A1242,F1242,E04,2025.2.8,Minor Updates,3,released,100
A1243,F1243,E01,2025.2.8,Autopilot Warnings,1,released,100
A1244,F1244,E05,2025.2.8,Supercharger Notification,4,released,100
A1245,F1245,E04,2025.2.8,Recommended Tire Pressure,3,released,100
A1246,F1246,E04,2025.2.8,Service Mode,3,released,100
A1247,F1247,E04,2025.2.9,Wiper Wash Updates,3,released,100
A1248,F1248,E08,2025.2.9,Camera Visibility Detection,7,released,100
A1249,F1249,E03,2025.2.9,First-Row Cabin Sensing Update,2,released,100
A1250,F1250,E05,2025.2.9,Third-Party Fast Charger Preconditioning,4,released,100
A1251,F1251,E07,2025.2.9,Rear Cross-Traffic Chime,2,released,100
A1252,F1252,E04,2025.2.9,Hands-Free Trunk Opening for Android,3,released,100
A1253,F1253,E04,2025.2.9,Hands-Free Trunk or Frunk Opening for Android,3,released,100
A1254,F1254,E04,2025.2.9,Hands-Free Frunk Opening for Android,3,released,100
A1255,F1255,E08,2025.2.9,Trailer Profiles,7,released,100
A1256,F1256,E04,2025.2.9,Minor Updates,3,released,100
A1257,F1257,E02,2025.2.9,Autopilot Warnings,1,released,100
A1258,F1258,E05,2025.2.9,Supercharger Notification,4,released,100
A1259,F1259,E04,2025.2.9,Recommended Tire Pressure,3,released,100
A1260,F1260,E04,2025.2.9,Service Mode,3,released,100
A1261,F1261,E04,2025.20,Unlatching Charge Cable,3,released,100
A1262,F1262,E05,2025.20,Supercharging Live Activity,4,released,100
A1263,F1263,E04,2025.20,Security Improvements,3,released,100
A1264,F1264,E04,2025.20,Trunk Open Warning,3,released,100
A1265,F1265,E04,2025.20,Improved Energy App,3,released,100
A1266,F1266,E03,2025.20,Orange Dot When Using Voice Commands,2,released,100
A1267,F1267,E07,2025.20,Blind Spot Camera,2,released,100
A1268,F1268,E08,2025.20,Dashcam Viewer Multi-Delete,7,released,100
A1269,F1269,E04,2025.20,Privacy Section Now Lists Microphone,3,released,100
A1270,F1270,E04,2025.20,Service Mode Improvements,3,released,100
A1271,F1271,E04,2025.20.100,Minor Fixes,3,released,100
A1272,F1272,E04,2025.20.100,Minor Fixes,3,released,100
A1273,F1273,E03,2025.20.100,PIN to Drive,2,released,100
A1274,F1274,E04,2025.20.100,Trunk Open Warning,3,released,100
A1275,F1275,E04,2025.20.100,Improved Energy App,3,released,100
A1276,F1276,E07,2025.20.100,Orange Dot When Using Voice Commands,2,released,100
A1277,F1277,E08,2025.20.100,Dashcam Viewer Wider View,7,released,100
A1278,F1278,E03,2025.20.100,Blind Spot Camera,2,released,100
A1279,F1279,E08,2025.20.100,Dashcam Viewer Multi-Delete,7,released,100
A1280,F1280,E04,2025.20.100,Privacy Section Now Lists Microphone,3,released,100
A1281,F1281,E04,2025.20.100,Service Mode Improvements,3,released,100
A1282,F1282,E07,2025.20.3,Forward Collision Warning Improvements,2,released,100
A1283,F1283,E08,2025.20.3,Camera Updates,7,released,100
A1284,F1284,E03,2025.20.3,Child Left Alone Detection,2,released,100
A1285,F1285,E04,2025.20.3,Unlatching Charge Cable,3,released,100
A1286,F1286,E05,2025.20.3,Supercharging Live Activity,4,released,100
A1287,F1287,E04,2025.20.3,Security Improvements,3,released,100
A1288,F1288,E07,2025.20.3,PIN to Drive,2,released,100
A1289,F1289,E04,2025.20.3,Trunk Open Warning,3,released,100
A1290,F1290,E04,2025.20.3,Improved Energy App,3,released,100
A1291,F1291,E03,2025.20.3,Orange Dot When Using Voice Commands,2,released,100
A1292,F1292,E08,2025.20.3,Dashcam Viewer Wider View,7,released,100
A1293,F1293,E07,2025.20.3,Blind Spot Camera,2,released,100
A1294,F1294,E08,2025.20.3,Dashcam Viewer Multi-Delete,7,released,100
A1295,F1295,E04,2025.20.3,Privacy Section Now Lists Microphone,3,released,100
A1296,F1296,E04,2025.20.3,Service Mode Improvements,3,released,100
A1297,F1297,E06,2025.26,Grok (Beta),6,released,100
A1298,F1298,E03,2025.26,Child Left Alone Detection,2,released,100
A1299,F1299,E04,2025.26,Light Sync,5,released,100
A1300,F1300,E08,2025.26,Dashcam Update,7,released,100
A1301,F1301,E04,2025.26,Site Info at Arrival,3,released,100
A1302,F1302,E04,2025.26,Audio Settings Update,5,released,100
A1303,F1303,E04,2025.26,Onboarding Guide,3,released,100
A1304,F1304,E07,2025.26,New Lock Alert,2,released,100
A1305,F1305,E06,2025.26,Mobile Access,6,released,100
A1306,F1306,E04,2025.26,Battery Health Test Removed,3,released,100
A1307,F1307,E03,2025.26,Tow Limit Exceeded,2,released,100
A1308,F1308,E04,2025.26,Car Wash Mode Improvements,3,released,100
A1309,F1309,E04,2025.26,Service Mode Improvements,3,released,100
A1310,F1310,E07,2025.26,Sentry Mode With Ambient Lighting,2,released,100
A1311,F1311,E04,2025.26.100,Minor Fixes,3,released,100
A1312,F1312,E04,2025.26.100,Minor Fixes,3,released,100
A1313,F1313,E03,2025.26.100,New Lock Alert,2,released,100
A1314,F1314,E06,2025.26.100,Mobile Access,6,released,100
A1315,F1315,E04,2025.26.100,Battery Health Test Removed,3,released,100
A1316,F1316,E07,2025.26.100,Tow Limit Exceeded,2,released,100
A1317,F1317,E04,2025.26.100,Car Wash Mode Improvements,3,released,100
A1318,F1318,E04,2025.26.100,Service Mode Improvements,3,released,100
A1319,F1319,E03,2025.26.100,Sentry Mode With Ambient Lighting,2,released,100
A1320,F1320,E04,2025.26.11,Visualization Update,3,released,100
A1321,F1321,E06,2025.26.11,Voice Command Updates,6,released,100
A1322,F1322,E07,2025.26.11,Cabin Camera,2,released,100
A1323,F1323,E06,2025.26.11,Voice Command Updates,6,released,100
A1324,F1324,E04,2025.26.11,Vohico,5,released,100
A1325,F1325,E08,2025.26.11,Dashcam Update and Side Camera Recording,7,released,100
A1326,F1326,E08,2025.26.11,Dashcam Update,7,released,100
A1327,F1327,E04,2025.26.11,Light Sync,5,released,100
A1328,F1328,E04,2025.26.11,Site Info at Arrival,3,released,100
A1329,F1329,E04,2025.26.11,Audio Settings Update,5,released,100
A1330,F1330,E04,2025.26.11,Save Trunk Height Based on Location,3,released,100
A1331,F1331,E03,2025.26.11,Rear Cross-Traffic Chime,2,released,100
A1332,F1332,E04,2025.26.11,Keep Accessory Power On,3,released,100
A1333,F1333,E04,2025.26.11,Minor Updates,3,released,100
A1334,F1334,E07,2025.26.11,New Lock Alert,2,released,100
A1335,F1335,E06,2025.26.11,Mobile Access,6,released,100
A1336,F1336,E04,2025.26.11,Battery Health Test Removed,3,released,100
A1337,F1337,E03,2025.26.11,Tow Limit Exceeded,2,released,100
A1338,F1338,E04,2025.26.11,Car Wash Mode Improvements,3,released,100
A1339,F1339,E04,2025.26.11,Service Mode Improvements,3,released,100
A1340,F1340,E07,2025.26.11,Sentry Mode With Ambient Lighting,2,released,100
A1341,F1341,E01,2025.26.7.10,FSD (Supervised) v13.2.9 Down Under,1,released,100
A1342,F1342,E02,2025.26.7.10,Full Self-Driving (Supervised) Down Under,1,released,100
A1343,F1343,E03,2025.26.7.10,Vision-Based Attention Monitoring,2,released,100
A1344,F1344,E07,2025.26.7.10,New Lock Alert,2,released,100
A1345,F1345,E06,2025.26.7.10,Mobile Access,6,released,100
A1346,F1346,E04,2025.26.7.10,Battery Health Test Removed,3,released,100
A1347,F1347,E03,2025.26.7.10,Tow Limit Exceeded,2,released,100
A1348,F1348,E04,2025.26.7.10,Car Wash Mode Improvements,3,released,100
A1349,F1349,E04,2025.26.7.10,Service Mode Improvements,3,released,100
A1350,F1350,E07,2025.26.7.10,Sentry Mode With Ambient Lighting,2,released,100
A1351,F1351,E04,2025.32,Low Power Mode,3,released,100
A1352,F1352,E04,2025.32,Minor Updates,3,released,100
A1353,F1353,E01,2025.32,FSD Strikes,1,released,100
A1354,F1354,E02,2025.32,Summon Standby,1,released,100
A1355,F1355,E06,2025.32,Grok Reminder,6,released,100
A1356,F1356,E03,2025.32,PIN to Drive Supports Start FSD From Park,2,released,100
A1357,F1357,E07,2025.32,Drowsiness Detected,2,released,100
A1358,F1358,E04,2025.32,Improved Visualizations,3,released,100
A1359,F1359,E06,2025.32,Bluetooth Audio,6,released,100
A1360,F1360,E04,2025.32,Service Mode Improvements,3,released,100
A1361,F1361,E04,2025.32.100,Minor Fixes,3,released,100
A1362,F1362,E01,2025.32.100,FSD Strikes,1,released,100
A1363,F1363,E02,2025.32.100,Summon Standby,1,released,100
A1364,F1364,E06,2025.32.100,Grok Reminder,6,released,100
A1365,F1365,E03,2025.32.100,PIN to Drive Supports Start FSD From Park,2,released,100
A1366,F1366,E07,2025.32.100,Drowsiness Detected,2,released,100
A1367,F1367,E04,2025.32.100,Improved Visualizations,3,released,100
A1368,F1368,E06,2025.32.100,Bluetooth Audio,6,released,100
A1369,F1369,E04,2025.32.100,Service Mode Improvements,3,released,100
A1370,F1370,E04,2025.32.3,Rave Cave,5,released,100
A1371,F1371,E03,2025.32.3,Frontal Airbag System Enhancement,2,released,100
A1372,F1372,E04,2025.32.3,Low Power Mode,3,released,100
A1373,F1373,E04,2025.32.3,Minor Updates,3,released,100
A1374,F1374,E01,2025.32.3,FSD Strikes,1,released,100
A1375,F1375,E02,2025.32.3,Summon Standby,1,released,100
A1376,F1376,E06,2025.32.3,Grok Reminder,6,released,100
A1377,F1377,E07,2025.32.3,PIN to Drive Supports Start FSD From Park,2,released,100
A1378,F1378,E03,2025.32.3,Drowsiness Detected,2,released,100
A1379,F1379,E04,2025.32.3,Improved Visualizations,3,released,100
A1380,F1380,E06,2025.32.3,Bluetooth Audio,6,released,100
A1381,F1381,E04,2025.32.3,Service Mode Improvements,3,released,100
A1382,F1382,E07,2025.32.6,Child Left Alone Detection,2,released,100
A1383,F1383,E04,2025.32.6,Security Improvements,3,released,100
A1384,F1384,E04,2025.32.6,Rave Cave,5,released,100
A1385,F1385,E03,2025.32.6,Frontal Airbag System Enhancement,2,released,100
A1386,F1386,E04,2025.32.6,Low Power Mode,3,released,100
A1387,F1387,E04,2025.32.6,Minor Updates,3,released,100
A1388,F1388,E01,2025.32.6,FSD Strikes,1,released,100
A1389,F1389,E02,2025.32.6,Summon Standby,1,released,100
A1390,F1390,E06,2025.32.6,Grok Reminder,6,released,100
A1391,F1391,E07,2025.32.6,PIN to Drive Supports Start FSD From Park,2,released,100
A1392,F1392,E03,2025.32.6,Drowsiness Detected,2,released,100
A1393,F1393,E04,2025.32.6,Improved Visualizations,3,released,100
A1394,F1394,E06,2025.32.6,Bluetooth Audio,6,released,100
A1395,F1395,E04,2025.32.6,Service Mode Improvements,3,released,100
A1396,F1396,E01,2025.32.8.10,FSD (Supervised) v14.1.2,1,released,100
A1397,F1397,E05,2025.32.8.10,Arrival Options,4,released,100
A1398,F1398,E02,2025.32.8.10,Speed Profiles,1,released,100
A1399,F1399,E04,2025.32.8.10,UI Improvements,3,released,100
A1400,F1400,E07,2025.32.8.10,Brake Confirm,2,released,100
A1401,F1401,E01,2025.32.8.10,Full Self-Driving (Supervised),1,released,100
A1402,F1402,E03,2025.32.8.10,Child Left Alone Detection,2,released,100
A1403,F1403,E04,2025.32.8.10,Rave Cave,5,released,100
A1404,F1404,E07,2025.32.8.10,Frontal Airbag System Enhancement,2,released,100
A1405,F1405,E04,2025.32.8.10,Low Power Mode,3,released,100
A1406,F1406,E04,2025.32.8.10,Security Improvements,3,released,100
A1407,F1407,E04,2025.32.8.10,Minor Updates,3,released,100
A1408,F1408,E02,2025.32.8.10,FSD Strikes,1,released,100
A1409,F1409,E01,2025.32.8.10,Summon Standby,1,released,100
A1410,F1410,E06,2025.32.8.10,Grok Reminder,6,released,100
A1411,F1411,E03,2025.32.8.10,PIN to Drive Supports Start FSD From Park,2,released,100
A1412,F1412,E07,2025.32.8.10,Drowsiness Detected,2,released,100
A1413,F1413,E04,2025.32.8.10,Improved Visualizations,3,released,100
A1414,F1414,E06,2025.32.8.10,Bluetooth Audio,6,released,100
A1415,F1415,E04,2025.32.8.10,Service Mode Improvements,3,released,100
A1416,F1416,E02,2025.32.8.15,FSD (Supervised) v14.1.3,1,released,100
A1417,F1417,E03,2025.32.8.15,Child Left Alone Detection,2,released,100
A1418,F1418,E05,2025.32.8.15,Arrival Options,4,released,100
A1419,F1419,E01,2025.32.8.15,Speed Profiles,1,released,100
A1420,F1420,E04,2025.32.8.15,UI Improvements,3,released,100
A1421,F1421,E07,2025.32.8.15,Brake Confirm,2,released,100
A1422,F1422,E02,2025.32.8.15,Full Self-Driving (Supervised),1,released,100
A1423,F1423,E04,2025.32.8.15,Rave Cave,5,released,100
A1424,F1424,E03,2025.32.8.15,Frontal Airbag System Enhancement,2,released,100
A1425,F1425,E04,2025.32.8.15,Low Power Mode,3,released,100
A1426,F1426,E04,2025.32.8.15,Security Improvements,3,released,100
A1427,F1427,E04,2025.32.8.15,Minor Updates,3,released,100
A1428,F1428,E01,2025.32.8.15,FSD Strikes,1,released,100
A1429,F1429,E02,2025.32.8.15,Summon Standby,1,released,100
A1430,F1430,E06,2025.32.8.15,Grok Reminder,6,released,100
A1431,F1431,E07,2025.32.8.15,PIN to Drive Supports Start FSD From Park,2,released,100
A1432,F1432,E03,2025.32.8.15,Drowsiness Detected,2,released,100
A1433,F1433,E04,2025.32.8.15,Improved Visualizations,3,released,100
A1434,F1434,E06,2025.32.8.15,Bluetooth Audio,6,released,100
A1435,F1435,E04,2025.32.8.15,Service Mode Improvements,3,released,100
A1436,F1436,E01,2025.32.8.16,FSD (Supervised) v14.1.4,1,released,100
A1437,F1437,E05,2025.32.8.16,Arrival Options,4,released,100
A1438,F1438,E02,2025.32.8.16,Speed Profiles,1,released,100
A1439,F1439,E04,2025.32.8.16,UI Improvements,3,released,100
A1440,F1440,E07,2025.32.8.16,Brake Confirm,2,released,100
A1441,F1441,E01,2025.32.8.16,Full Self-Driving (Supervised),1,released,100
A1442,F1442,E03,2025.32.8.16,Child Left Alone Detection,2,released,100
A1443,F1443,E04,2025.32.8.16,Rave Cave,5,released,100
A1444,F1444,E07,2025.32.8.16,Frontal Airbag System Enhancement,2,released,100
A1445,F1445,E04,2025.32.8.16,Low Power Mode,3,released,100
A1446,F1446,E04,2025.32.8.16,Security Improvements,3,released,100
A1447,F1447,E04,2025.32.8.16,Minor Updates,3,released,100
A1448,F1448,E02,2025.32.8.16,FSD Strikes,1,released,100
A1449,F1449,E01,2025.32.8.16,Summon Standby,1,released,100
A1450,F1450,E06,2025.32.8.16,Grok Reminder,6,released,100
A1451,F1451,E03,2025.32.8.16,PIN to Drive Supports Start FSD From Park,2,released,100
A1452,F1452,E07,2025.32.8.16,Drowsiness Detected,2,released,100
A1453,F1453,E04,2025.32.8.16,Improved Visualizations,3,released,100
A1454,F1454,E06,2025.32.8.16,Bluetooth Audio,6,released,100
A1455,F1455,E04,2025.32.8.16,Service Mode Improvements,3,released,100
A1456,F1456,E02,2025.32.8.5,FSD (Supervised) v14.1,1,released,100
A1457,F1457,E05,2025.32.8.5,Arrival Options,4,released,100
A1458,F1458,E01,2025.32.8.5,Speed Profiles,1,released,100
A1459,F1459,E04,2025.32.8.5,UI Improvements,3,released,100
A1460,F1460,E03,2025.32.8.5,Brake Confirm,2,released,100
A1461,F1461,E02,2025.32.8.5,Full Self-Driving (Supervised),1,released,100
A1462,F1462,E07,2025.32.8.5,Child Left Alone Detection,2,released,100
A1463,F1463,E04,2025.32.8.5,Rave Cave,5,released,100
A1464,F1464,E03,2025.32.8.5,Frontal Airbag System Enhancement,2,released,100
A1465,F1465,E04,2025.32.8.5,Low Power Mode,3,released,100
A1466,F1466,E04,2025.32.8.5,Security Improvements,3,released,100
A1467,F1467,E04,2025.32.8.5,Minor Updates,3,released,100
A1468,F1468,E01,2025.32.8.5,FSD Strikes,1,released,100
A1469,F1469,E02,2025.32.8.5,Summon Standby,1,released,100
A1470,F1470,E06,2025.32.8.5,Grok Reminder,6,released,100
A1471,F1471,E07,2025.32.8.5,PIN to Drive Supports Start FSD From Park,2,released,100
A1472,F1472,E03,2025.32.8.5,Drowsiness Detected,2,released,100
A1473,F1473,E04,2025.32.8.5,Improved Visualizations,3,released,100
A1474,F1474,E06,2025.32.8.5,Bluetooth Audio,6,released,100
A1475,F1475,E04,2025.32.8.5,Service Mode Improvements,3,released,100
A1476,F1476,E01,2025.32.8.6,FSD (Supervised) v14.1.1,1,released,100
A1477,F1477,E05,2025.32.8.6,Arrival Options,4,released,100
A1478,F1478,E02,2025.32.8.6,Speed Profiles,1,released,100
A1479,F1479,E04,2025.32.8.6,UI Improvements,3,released,100
A1480,F1480,E07,2025.32.8.6,Brake Confirm,2,released,100
A1481,F1481,E01,2025.32.8.6,Full Self-Driving (Supervised),1,released,100
A1482,F1482,E03,2025.32.8.6,Child Left Alone Detection,2,released,100
A1483,F1483,E04,2025.32.8.6,Rave Cave,5,released,100
A1484,F1484,E07,2025.32.8.6,Frontal Airbag System Enhancement,2,released,100
A1485,F1485,E04,2025.32.8.6,Low Power Mode,3,released,100
A1486,F1486,E04,2025.32.8.6,Security Improvements,3,released,100
A1487,F1487,E04,2025.32.8.6,Minor Updates,3,released,100
A1488,F1488,E02,2025.32.8.6,FSD Strikes,1,released,100
A1489,F1489,E01,2025.32.8.6,Summon Standby,1,released,100
A1490,F1490,E06,2025.32.8.6,Grok Reminder,6,released,100
A1491,F1491,E03,2025.32.8.6,PIN to Drive Supports Start FSD From Park,2,released,100
A1492,F1492,E07,2025.32.8.6,Drowsiness Detected,2,released,100
A1493,F1493,E04,2025.32.8.6,Improved Visualizations,3,released,100
A1494,F1494,E06,2025.32.8.6,Bluetooth Audio,6,released,100
A1495,F1495,E04,2025.32.8.6,Service Mode Improvements,3,released,100
A1496,F1496,E04,2025.38,3D Buildings,3,released,100
A1497,F1497,E08,2025.38,Dashcam Viewer Updates,7,released,100
A1498,F1498,E08,2025.38,Side Cameras Recording,7,released,100
A1499,F1499,E04,2025.38,New Scroll Wheel Functions,3,released,100
A1500,F1500,E06,2025.38,Grok (Beta),6,released,100
A1501,F1501,E04,2025.38,Onboarding Guide,3,released,100
A1502,F1502,E04,2025.38,Minor Updates,3,released,100
A1503,F1503,E04,2025.38,Santa Mode,5,released,100
A1504,F1504,E02,2025.38,New FSD Guide,1,released,100
A1505,F1505,E05,2025.38,More Charging Information,4,released,100
A1506,F1506,E04,2025.38,Keep Accessory Power On App Control,3,released,100
A1507,F1507,E04,2025.38,Buy Parts,3,released,100
A1508,F1508,E04,2025.38,Charger Visualization,3,released,100
A1509,F1509,E04,2025.38,Service Mode Improvements,3,released,100
A1510,F1510,E04,2025.38.3,Tron Mode,5,released,100
A1511,F1511,E04,2025.38.3,3D Buildings,3,released,100
A1512,F1512,E05,2025.38.3,Satellite View,4,released,100
A1513,F1513,E08,2025.38.3,Dashcam Viewer Updates,7,released,100
A1514,F1514,E08,2025.38.3,Side Cameras Recording,7,released,100
A1515,F1515,E04,2025.38.3,New Scroll Wheel Functions,3,released,100
A1516,F1516,E06,2025.38.3,Grok (Beta),6,released,100
A1517,F1517,E04,2025.38.3,Onboarding Guide,3,released,100
A1518,F1518,E04,2025.38.3,Minor Updates,3,released,100
A1519,F1519,E04,2025.38.3,Santa Mode,5,released,100
A1520,F1520,E01,2025.38.3,New FSD Guide,1,released,100
A1521,F1521,E05,2025.38.3,More Charging Information,4,released,100
A1522,F1522,E04,2025.38.3,Keep Accessory Power On App Control,3,released,100
A1523,F1523,E04,2025.38.3,Buy Parts,3,released,100
A1524,F1524,E04,2025.38.3,Charger Visualization,3,released,100
A1525,F1525,E04,2025.38.3,Service Mode Improvements,3,released,100
A1526,F1526,E02,2025.38.8.5,FSD (Supervised) v14.1.5,1,released,100
A1527,F1527,E05,2025.38.8.5,Arrival Options,4,released,100
A1528,F1528,E01,2025.38.8.5,Speed Profiles,1,released,100
A1529,F1529,E04,2025.38.8.5,UI Improvements,3,released,100
A1530,F1530,E03,2025.38.8.5,Brake Confirm,2,released,100
A1531,F1531,E02,2025.38.8.5,Full Self-Driving (Supervised),1,released,100
A1532,F1532,E04,2025.38.8.5,Santa Mode,5,released,100
A1533,F1533,E01,2025.38.8.5,New FSD Guide,1,released,100
A1534,F1534,E05,2025.38.8.5,More Charging Information,4,released,100
A1535,F1535,E04,2025.38.8.5,Keep Accessory Power On App Control,3,released,100
A1536,F1536,E04,2025.38.8.5,Buy Parts,3,released,100
A1537,F1537,E04,2025.38.8.5,Charger Visualization,3,released,100
A1538,F1538,E04,2025.38.8.5,Service Mode Improvements,3,released,100
A1539,F1539,E02,2025.38.8.7,FSD (Supervised) v14.1.7,1,released,100
A1540,F1540,E05,2025.38.8.7,Arrival Options,4,released,100
A1541,F1541,E01,2025.38.8.7,Speed Profiles,1,released,100
A1542,F1542,E04,2025.38.8.7,UI Improvements,3,released,100
A1543,F1543,E07,2025.38.8.7,Brake Confirm,2,released,100
A1544,F1544,E02,2025.38.8.7,Full Self-Driving (Supervised),1,released,100
A1545,F1545,E04,2025.38.8.7,Tron Mode,5,released,100
A1546,F1546,E04,2025.38.8.7,3D Buildings,3,released,100
A1547,F1547,E05,2025.38.8.7,Satellite View,4,released,100
A1548,F1548,E08,2025.38.8.7,Dashcam Viewer Updates,7,released,100
A1549,F1549,E08,2025.38.8.7,Side Cameras Recording,7,released,100
A1550,F1550,E04,2025.38.8.7,New Scroll Wheel Functions,3,released,100
A1551,F1551,E06,2025.38.8.7,Grok (Beta),6,released,100
A1552,F1552,E04,2025.38.8.7,Onboarding Guide,3,released,100
A1553,F1553,E04,2025.38.8.7,Minor Updates,3,released,100
A1554,F1554,E04,2025.38.8.7,Santa Mode,5,released,100
A1555,F1555,E01,2025.38.8.7,New FSD Guide,1,released,100
A1556,F1556,E05,2025.38.8.7,More Charging Information,4,released,100
A1557,F1557,E04,2025.38.8.7,Keep Accessory Power On App Control,3,released,100
A1558,F1558,E04,2025.38.8.7,Buy Parts,3,released,100
A1559,F1559,E04,2025.38.8.7,Charger Visualization,3,released,100
A1560,F1560,E04,2025.38.8.7,Service Mode Improvements,3,released,100
A1561,F1561,E02,2025.38.9.5,FSD (Supervised) v14.2,1,released,100
A1562,F1562,E05,2025.38.9.5,Arrival Options,4,released,100
A1563,F1563,E01,2025.38.9.5,Speed Profiles,1,released,100
A1564,F1564,E04,2025.38.9.5,UI Improvements,3,released,100
A1565,F1565,E03,2025.38.9.5,Brake Confirm,2,released,100
A1566,F1566,E02,2025.38.9.5,Full Self-Driving (Supervised),1,released,100
A1567,F1567,E04,2025.38.9.5,Tron Mode,5,released,100
A1568,F1568,E04,2025.38.9.5,3D Buildings,3,released,100
A1569,F1569,E05,2025.38.9.5,Satellite View,4,released,100
A1570,F1570,E08,2025.38.9.5,Dashcam Viewer Updates,7,released,100
A1571,F1571,E08,2025.38.9.5,Side Cameras Recording,7,released,100
A1572,F1572,E04,2025.38.9.5,New Scroll Wheel Functions,3,released,100
A1573,F1573,E06,2025.38.9.5,Grok (Beta),6,released,100
A1574,F1574,E04,2025.38.9.5,Onboarding Guide,3,released,100
A1575,F1575,E04,2025.38.9.5,Minor Updates,3,released,100
A1576,F1576,E04,2025.38.9.5,Santa Mode,5,released,100
A1577,F1577,E01,2025.38.9.5,New FSD Guide,1,released,100
A1578,F1578,E05,2025.38.9.5,More Charging Information,4,released,100
A1579,F1579,E04,2025.38.9.5,Keep Accessory Power On App Control,3,released,100
A1580,F1580,E04,2025.38.9.5,Buy Parts,3,released,100
A1581,F1581,E04,2025.38.9.5,Charger Visualization,3,released,100
A1582,F1582,E04,2025.38.9.5,Service Mode Improvements,3,released,100
A1583,F1583,E02,2025.38.9.6,FSD (Supervised) v14.2.1,1,released,100
A1584,F1584,E05,2025.38.9.6,Arrival Options,4,released,100
A1585,F1585,E01,2025.38.9.6,Speed Profiles,1,released,100
A1586,F1586,E04,2025.38.9.6,UI Improvements,3,released,100
A1587,F1587,E07,2025.38.9.6,Brake Confirm,2,released,100
A1588,F1588,E02,2025.38.9.6,Full Self-Driving (Supervised),1,released,100
A1589,F1589,E04,2025.38.9.6,Tron Mode,5,released,100
A1590,F1590,E04,2025.38.9.6,3D Buildings,3,released,100
A1591,F1591,E05,2025.38.9.6,Satellite View,4,released,100
A1592,F1592,E08,2025.38.9.6,Dashcam Viewer Updates,7,released,100
A1593,F1593,E08,2025.38.9.6,Side Cameras Recording,7,released,100
A1594,F1594,E04,2025.38.9.6,New Scroll Wheel Functions,3,released,100
A1595,F1595,E06,2025.38.9.6,Grok (Beta),6,released,100
A1596,F1596,E04,2025.38.9.6,Onboarding Guide,3,released,100
A1597,F1597,E04,2025.38.9.6,Minor Updates,3,released,100
A1598,F1598,E04,2025.38.9.6,Santa Mode,5,released,100
A1599,F1599,E01,2025.38.9.6,New FSD Guide,1,released,100
A1600,F1600,E05,2025.38.9.6,More Charging Information,4,released,100
A1601,F1601,E04,2025.38.9.6,Keep Accessory Power On App Control,3,released,100
A1602,F1602,E04,2025.38.9.6,Buy Parts,3,released,100
A1603,F1603,E04,2025.38.9.6,Charger Visualization,3,released,100
A1604,F1604,E04,2025.38.9.6,Service Mode Improvements,3,released,100
